"","date","product_type_web","weight","rain","avg_temp","year","weekday","weekend","month","quarter"
"3737",2017-09-02,"Salad Vegetables",1.5,0.2,"14.8",2017,7,TRUE,9,3
"3738",2017-09-03,"Salad Accompaniments",15,0.8,"14.7",2017,1,TRUE,9,3
"3739",2017-09-03,"Salad Cheese",10.2,0.8,"14.7",2017,1,TRUE,9,3
"3740",2017-09-03,"Salad Lettuce",7,0.8,"14.7",2017,1,TRUE,9,3
"3741",2017-09-03,"Salad Pasta & Grains",50.9,0.8,"14.7",2017,1,TRUE,9,3
"3742",2017-09-03,"Salad Proteins",75.1,0.8,"14.7",2017,1,TRUE,9,3
"3743",2017-09-03,"Salad Vegetables",51.9,0.8,"14.7",2017,1,TRUE,9,3
"3744",2017-09-04,"Salad Accompaniments",15.8,0,"13.9",2017,2,FALSE,9,3
"3745",2017-09-04,"Salad Cheese",26.2,0,"13.9",2017,2,FALSE,9,3
"3746",2017-09-04,"Salad Fruit",4.8,0,"13.9",2017,2,FALSE,9,3
"3747",2017-09-04,"Salad Lettuce",7,0,"13.9",2017,2,FALSE,9,3
"3748",2017-09-04,"Salad Pasta & Grains",50.8,0,"13.9",2017,2,FALSE,9,3
"3749",2017-09-04,"Salad Proteins",58.75,0,"13.9",2017,2,FALSE,9,3
"3750",2017-09-04,"Salad Vegetables",55.8,0,"13.9",2017,2,FALSE,9,3
"3751",2017-09-05,"Salad Accompaniments",5.8,1.3,"15.8",2017,3,FALSE,9,3
"3752",2017-09-05,"Salad Cheese",7,1.3,"15.8",2017,3,FALSE,9,3
"3753",2017-09-05,"Salad Dressing",7.5,1.3,"15.8",2017,3,FALSE,9,3
"3754",2017-09-05,"Salad Fruit",9.6,1.3,"15.8",2017,3,FALSE,9,3
"3755",2017-09-05,"Salad Lettuce",14,1.3,"15.8",2017,3,FALSE,9,3
"3756",2017-09-05,"Salad Pasta & Grains",47.9,1.3,"15.8",2017,3,FALSE,9,3
"3757",2017-09-05,"Salad Proteins",72.7,1.3,"15.8",2017,3,FALSE,9,3
"3758",2017-09-05,"Salad Toppings",7.5,1.3,"15.8",2017,3,FALSE,9,3
"3759",2017-09-05,"Salad Vegetables",61,1.3,"15.8",2017,3,FALSE,9,3
"3760",2017-09-06,"Salad Accompaniments",19.6,28.9,"14.9",2017,4,FALSE,9,3
"3761",2017-09-06,"Salad Cheese",10.2,28.9,"14.9",2017,4,FALSE,9,3
"3762",2017-09-06,"Salad Lettuce",8,28.9,"14.9",2017,4,FALSE,9,3
"3763",2017-09-06,"Salad Pasta & Grains",50.5,28.9,"14.9",2017,4,FALSE,9,3
"3764",2017-09-06,"Salad Proteins",43.55,28.9,"14.9",2017,4,FALSE,9,3
"3765",2017-09-06,"Salad Vegetables",37.6,28.9,"14.9",2017,4,FALSE,9,3
"3766",2017-09-07,"Salad Accompaniments",6,1.8,"13.2",2017,5,FALSE,9,3
"3767",2017-09-07,"Salad Cheese",21.7,1.8,"13.2",2017,5,FALSE,9,3
"3768",2017-09-07,"Salad Fruit",3.3,1.8,"13.2",2017,5,FALSE,9,3
"3769",2017-09-07,"Salad Lettuce",7,1.8,"13.2",2017,5,FALSE,9,3
"3770",2017-09-07,"Salad Pasta & Grains",45.65,1.8,"13.2",2017,5,FALSE,9,3
"3771",2017-09-07,"Salad Proteins",73.6,1.8,"13.2",2017,5,FALSE,9,3
"3772",2017-09-07,"Salad Toppings",7.5,1.8,"13.2",2017,5,FALSE,9,3
"3773",2017-09-07,"Salad Vegetables",59.1,1.8,"13.2",2017,5,FALSE,9,3
"3774",2017-09-08,"Salad Accompaniments",10.8,6.1,"13.3",2017,6,FALSE,9,3
"3775",2017-09-08,"Salad Cheese",10.2,6.1,"13.3",2017,6,FALSE,9,3
"3776",2017-09-08,"Salad Fruit",4.8,6.1,"13.3",2017,6,FALSE,9,3
"3777",2017-09-08,"Salad Lettuce",14,6.1,"13.3",2017,6,FALSE,9,3
"3778",2017-09-08,"Salad Pasta & Grains",53.6,6.1,"13.3",2017,6,FALSE,9,3
"3779",2017-09-08,"Salad Proteins",88.09,6.1,"13.3",2017,6,FALSE,9,3
"3780",2017-09-08,"Salad Vegetables",77.8,6.1,"13.3",2017,6,FALSE,9,3
"3781",2017-09-09,"Salad Accompaniments",5,5.3,"14.5",2017,7,TRUE,9,3
"3782",2017-09-09,"Salad Cheese",18.5,5.3,"14.5",2017,7,TRUE,9,3
"3783",2017-09-09,"Salad Fruit",8.1,5.3,"14.5",2017,7,TRUE,9,3
"3784",2017-09-09,"Salad Lettuce",6,5.3,"14.5",2017,7,TRUE,9,3
"3785",2017-09-09,"Salad Pasta & Grains",42.85,5.3,"14.5",2017,7,TRUE,9,3
"3786",2017-09-09,"Salad Proteins",22.5,5.3,"14.5",2017,7,TRUE,9,3
"3787",2017-09-09,"Salad Vegetables",29.3,5.3,"14.5",2017,7,TRUE,9,3
"3788",2017-09-10,"Salad Accompaniments",6,0,"14.6",2017,1,TRUE,9,3
"3789",2017-09-10,"Salad Cheese",14.7,0,"14.6",2017,1,TRUE,9,3
"3790",2017-09-10,"Salad Lettuce",6,0,"14.6",2017,1,TRUE,9,3
"3791",2017-09-10,"Salad Pasta & Grains",33.05,0,"14.6",2017,1,TRUE,9,3
"3792",2017-09-10,"Salad Proteins",42.6,0,"14.6",2017,1,TRUE,9,3
"3793",2017-09-10,"Salad Vegetables",36.9,0,"14.6",2017,1,TRUE,9,3
"3794",2017-09-11,"Salad Accompaniments",5,13.2,"14.3",2017,2,FALSE,9,3
"3795",2017-09-11,"Salad Cheese",4.5,13.2,"14.3",2017,2,FALSE,9,3
"3796",2017-09-11,"Salad Lettuce",12,13.2,"14.3",2017,2,FALSE,9,3
"3797",2017-09-11,"Salad Pasta & Grains",45.65,13.2,"14.3",2017,2,FALSE,9,3
"3798",2017-09-11,"Salad Proteins",44.45,13.2,"14.3",2017,2,FALSE,9,3
"3799",2017-09-11,"Salad Vegetables",49.2,13.2,"14.3",2017,2,FALSE,9,3
"3800",2017-09-12,"Salad Accompaniments",4.8,1.9,"15.6",2017,3,FALSE,9,3
"3801",2017-09-12,"Salad Cheese",21.7,1.9,"15.6",2017,3,FALSE,9,3
"3802",2017-09-12,"Salad Fruit",9.6,1.9,"15.6",2017,3,FALSE,9,3
"3803",2017-09-12,"Salad Lettuce",14,1.9,"15.6",2017,3,FALSE,9,3
"3804",2017-09-12,"Salad Pasta & Grains",61,1.9,"15.6",2017,3,FALSE,9,3
"3805",2017-09-12,"Salad Proteins",53.7,1.9,"15.6",2017,3,FALSE,9,3
"3806",2017-09-12,"Salad Toppings",10,1.9,"15.6",2017,3,FALSE,9,3
"3807",2017-09-12,"Salad Vegetables",62.4,1.9,"15.6",2017,3,FALSE,9,3
"3808",2017-09-13,"Salad Accompaniments",15,2.5,"13.4",2017,4,FALSE,9,3
"3809",2017-09-13,"Salad Cheese",21.7,2.5,"13.4",2017,4,FALSE,9,3
"3810",2017-09-13,"Salad Dressing",15,2.5,"13.4",2017,4,FALSE,9,3
"3811",2017-09-13,"Salad Fruit",3.3,2.5,"13.4",2017,4,FALSE,9,3
"3812",2017-09-13,"Salad Lettuce",15,2.5,"13.4",2017,4,FALSE,9,3
"3813",2017-09-13,"Salad Pasta & Grains",25.25,2.5,"13.4",2017,4,FALSE,9,3
"3814",2017-09-13,"Salad Proteins",66.25,2.5,"13.4",2017,4,FALSE,9,3
"3815",2017-09-13,"Salad Vegetables",74,2.5,"13.4",2017,4,FALSE,9,3
"3816",2017-09-14,"Salad Accompaniments",16,7,"12.1",2017,5,FALSE,9,3
"3817",2017-09-14,"Salad Cheese",26.2,7,"12.1",2017,5,FALSE,9,3
"3818",2017-09-14,"Salad Lettuce",16,7,"12.1",2017,5,FALSE,9,3
"3819",2017-09-14,"Salad Pasta & Grains",72.15,7,"12.1",2017,5,FALSE,9,3
"3820",2017-09-14,"Salad Proteins",74.35,7,"12.1",2017,5,FALSE,9,3
"3821",2017-09-14,"Salad Vegetables",58.1,7,"12.1",2017,5,FALSE,9,3
"3822",2017-09-15,"Salad Accompaniments",1,25,"13.3",2017,6,FALSE,9,3
"3823",2017-09-15,"Salad Cheese",14.7,25,"13.3",2017,6,FALSE,9,3
"3824",2017-09-15,"Salad Lettuce",3,25,"13.3",2017,6,FALSE,9,3
"3825",2017-09-15,"Salad Pasta & Grains",18.75,25,"13.3",2017,6,FALSE,9,3
"3826",2017-09-15,"Salad Proteins",39.6,25,"13.3",2017,6,FALSE,9,3
"3827",2017-09-15,"Salad Vegetables",34.3,25,"13.3",2017,6,FALSE,9,3
"3828",2017-09-16,"Salad Accompaniments",5,1.1,"12.2",2017,7,TRUE,9,3
"3829",2017-09-16,"Salad Fruit",6.4,1.1,"12.2",2017,7,TRUE,9,3
"3830",2017-09-16,"Salad Lettuce",3,1.1,"12.2",2017,7,TRUE,9,3
"3831",2017-09-16,"Salad Pasta & Grains",33.05,1.1,"12.2",2017,7,TRUE,9,3
"3832",2017-09-16,"Salad Proteins",29.5,1.1,"12.2",2017,7,TRUE,9,3
"3833",2017-09-16,"Salad Vegetables",2,1.1,"12.2",2017,7,TRUE,9,3
"3834",2017-09-17,"Salad Accompaniments",5,1.8,"12.7",2017,1,TRUE,9,3
"3835",2017-09-17,"Salad Cheese",10.2,1.8,"12.7",2017,1,TRUE,9,3
"3836",2017-09-17,"Salad Lettuce",2,1.8,"12.7",2017,1,TRUE,9,3
"3837",2017-09-17,"Salad Pasta & Grains",51.25,1.8,"12.7",2017,1,TRUE,9,3
"3838",2017-09-17,"Salad Proteins",10.1,1.8,"12.7",2017,1,TRUE,9,3
"3839",2017-09-17,"Salad Vegetables",24.2,1.8,"12.7",2017,1,TRUE,9,3
"3840",2017-09-18,"Salad Accompaniments",15,1.8,"11.8",2017,2,FALSE,9,3
"3841",2017-09-18,"Salad Cheese",47.9,1.8,"11.8",2017,2,FALSE,9,3
"3842",2017-09-18,"Salad Dressing",11.25,1.8,"11.8",2017,2,FALSE,9,3
"3843",2017-09-18,"Salad Fruit",19.2,1.8,"11.8",2017,2,FALSE,9,3
"3844",2017-09-18,"Salad Lettuce",9,1.8,"11.8",2017,2,FALSE,9,3
"3845",2017-09-18,"Salad Pasta & Grains",99.05,1.8,"11.8",2017,2,FALSE,9,3
"3846",2017-09-18,"Salad Proteins",85,1.8,"11.8",2017,2,FALSE,9,3
"3847",2017-09-18,"Salad Toppings",10,1.8,"11.8",2017,2,FALSE,9,3
"3848",2017-09-18,"Salad Vegetables",82.5,1.8,"11.8",2017,2,FALSE,9,3
"3849",2017-09-19,"Salad Accompaniments",11,3.1,"12.6",2017,3,FALSE,9,3
"3850",2017-09-19,"Salad Cheese",3.2,3.1,"12.6",2017,3,FALSE,9,3
"3851",2017-09-19,"Salad Lettuce",14,3.1,"12.6",2017,3,FALSE,9,3
"3852",2017-09-19,"Salad Pasta & Grains",42.75,3.1,"12.6",2017,3,FALSE,9,3
"3853",2017-09-19,"Salad Proteins",45.1,3.1,"12.6",2017,3,FALSE,9,3
"3854",2017-09-19,"Salad Vegetables",39.8,3.1,"12.6",2017,3,FALSE,9,3
"3855",2017-09-20,"Salad Accompaniments",19.8,0,"10.7",2017,4,FALSE,9,3
"3856",2017-09-20,"Salad Cheese",26.2,0,"10.7",2017,4,FALSE,9,3
"3857",2017-09-20,"Salad Fruit",6.4,0,"10.7",2017,4,FALSE,9,3
"3858",2017-09-20,"Salad Lettuce",17,0,"10.7",2017,4,FALSE,9,3
"3859",2017-09-20,"Salad Pasta & Grains",46.25,0,"10.7",2017,4,FALSE,9,3
"3860",2017-09-20,"Salad Proteins",47.95,0,"10.7",2017,4,FALSE,9,3
"3861",2017-09-20,"Salad Toppings",5,0,"10.7",2017,4,FALSE,9,3
"3862",2017-09-20,"Salad Vegetables",34.3,0,"10.7",2017,4,FALSE,9,3
"3863",2017-09-21,"Salad Accompaniments",19,0,"11.5",2017,5,FALSE,9,3
"3864",2017-09-21,"Salad Cheese",11.5,0,"11.5",2017,5,FALSE,9,3
"3865",2017-09-21,"Salad Dressing",6.25,0,"11.5",2017,5,FALSE,9,3
"3866",2017-09-21,"Salad Lettuce",18,0,"11.5",2017,5,FALSE,9,3
"3867",2017-09-21,"Salad Pasta & Grains",71.75,0,"11.5",2017,5,FALSE,9,3
"3868",2017-09-21,"Salad Proteins",74.6,0,"11.5",2017,5,FALSE,9,3
"3869",2017-09-21,"Salad Vegetables",87.6,0,"11.5",2017,5,FALSE,9,3
"3870",2017-09-22,"Salad Accompaniments",9.8,3.6,"11.6",2017,6,FALSE,9,3
"3871",2017-09-22,"Salad Cheese",14.7,3.6,"11.6",2017,6,FALSE,9,3
"3872",2017-09-22,"Salad Fruit",6.4,3.6,"11.6",2017,6,FALSE,9,3
"3873",2017-09-22,"Salad Lettuce",13.5,3.6,"11.6",2017,6,FALSE,9,3
"3874",2017-09-22,"Salad Pasta & Grains",32.75,3.6,"11.6",2017,6,FALSE,9,3
"3875",2017-09-22,"Salad Proteins",36.2,3.6,"11.6",2017,6,FALSE,9,3
"3876",2017-09-22,"Salad Toppings",10,3.6,"11.6",2017,6,FALSE,9,3
"3877",2017-09-22,"Salad Vegetables",54.5,3.6,"11.6",2017,6,FALSE,9,3
"3878",2017-09-23,"Salad Cheese",9,0,"14.6",2017,7,TRUE,9,3
"3879",2017-09-23,"Salad Lettuce",1,0,"14.6",2017,7,TRUE,9,3
"3880",2017-09-23,"Salad Pasta & Grains",41.25,0,"14.6",2017,7,TRUE,9,3
"3881",2017-09-23,"Salad Proteins",46.55,0,"14.6",2017,7,TRUE,9,3
"3882",2017-09-23,"Salad Vegetables",28.5,0,"14.6",2017,7,TRUE,9,3
"3883",2017-09-24,"Salad Accompaniments",3,0,"16.1",2017,1,TRUE,9,3
"3884",2017-09-24,"Salad Lettuce",10,0,"16.1",2017,1,TRUE,9,3
"3885",2017-09-24,"Salad Pasta & Grains",4,0,"16.1",2017,1,TRUE,9,3
"3886",2017-09-24,"Salad Proteins",7.25,0,"16.1",2017,1,TRUE,9,3
"3887",2017-09-24,"Salad Vegetables",11.7,0,"16.1",2017,1,TRUE,9,3
"3888",2017-09-25,"Salad Accompaniments",9.8,0,"16.3",2017,2,FALSE,9,3
"3889",2017-09-25,"Salad Cheese",36.4,0,"16.3",2017,2,FALSE,9,3
"3890",2017-09-25,"Salad Fruit",6.4,0,"16.3",2017,2,FALSE,9,3
"3891",2017-09-25,"Salad Lettuce",17,0,"16.3",2017,2,FALSE,9,3
"3892",2017-09-25,"Salad Pasta & Grains",69,0,"16.3",2017,2,FALSE,9,3
"3893",2017-09-25,"Salad Proteins",66.8,0,"16.3",2017,2,FALSE,9,3
"3894",2017-09-25,"Salad Vegetables",62.7,0,"16.3",2017,2,FALSE,9,3
"3895",2017-09-26,"Salad Accompaniments",12.8,0,"15.5",2017,3,FALSE,9,3
"3896",2017-09-26,"Salad Cheese",23.7,0,"15.5",2017,3,FALSE,9,3
"3897",2017-09-26,"Salad Fruit",6.4,0,"15.5",2017,3,FALSE,9,3
"3898",2017-09-26,"Salad Lettuce",16,0,"15.5",2017,3,FALSE,9,3
"3899",2017-09-26,"Salad Pasta & Grains",72.25,0,"15.5",2017,3,FALSE,9,3
"3900",2017-09-26,"Salad Proteins",83,0,"15.5",2017,3,FALSE,9,3
"3901",2017-09-26,"Salad Vegetables",71.7,0,"15.5",2017,3,FALSE,9,3
"3902",2017-09-27,"Salad Accompaniments",6,0.2,"16.6",2017,4,FALSE,9,3
"3903",2017-09-27,"Salad Cheese",19.2,0.2,"16.6",2017,4,FALSE,9,3
"3904",2017-09-27,"Salad Fruit",6.4,0.2,"16.6",2017,4,FALSE,9,3
"3905",2017-09-27,"Salad Lettuce",9,0.2,"16.6",2017,4,FALSE,9,3
"3906",2017-09-27,"Salad Pasta & Grains",51.5,0.2,"16.6",2017,4,FALSE,9,3
"3907",2017-09-27,"Salad Proteins",64.35,0.2,"16.6",2017,4,FALSE,9,3
"3908",2017-09-27,"Salad Vegetables",30.9,0.2,"16.6",2017,4,FALSE,9,3
"3909",2017-09-28,"Salad Accompaniments",10,0,"14.6",2017,5,FALSE,9,3
"3910",2017-09-28,"Salad Cheese",14.7,0,"14.6",2017,5,FALSE,9,3
"3911",2017-09-28,"Salad Lettuce",10.5,0,"14.6",2017,5,FALSE,9,3
"3912",2017-09-28,"Salad Pasta & Grains",43.75,0,"14.6",2017,5,FALSE,9,3
"3913",2017-09-28,"Salad Proteins",66.3,0,"14.6",2017,5,FALSE,9,3
"3914",2017-09-28,"Salad Vegetables",36.7,0,"14.6",2017,5,FALSE,9,3
"3915",2017-09-29,"Salad Accompaniments",19.8,0,"14.8",2017,6,FALSE,9,3
"3916",2017-09-29,"Salad Cheese",14.7,0,"14.8",2017,6,FALSE,9,3
"3917",2017-09-29,"Salad Dressing",3.75,0,"14.8",2017,6,FALSE,9,3
"3918",2017-09-29,"Salad Fruit",6.4,0,"14.8",2017,6,FALSE,9,3
"3919",2017-09-29,"Salad Lettuce",11,0,"14.8",2017,6,FALSE,9,3
"3920",2017-09-29,"Salad Pasta & Grains",45.5,0,"14.8",2017,6,FALSE,9,3
"3921",2017-09-29,"Salad Proteins",53.7,0,"14.8",2017,6,FALSE,9,3
"3922",2017-09-29,"Salad Vegetables",54.7,0,"14.8",2017,6,FALSE,9,3
"3923",2017-09-30,"Salad Cheese",10.2,0,"13.1",2017,7,TRUE,9,3
"3924",2017-09-30,"Salad Lettuce",3,0,"13.1",2017,7,TRUE,9,3
"3925",2017-09-30,"Salad Pasta & Grains",20,0,"13.1",2017,7,TRUE,9,3
"3926",2017-09-30,"Salad Proteins",37.2,0,"13.1",2017,7,TRUE,9,3
"3927",2017-09-30,"Salad Vegetables",27.6,0,"13.1",2017,7,TRUE,9,3
"3928",2017-10-01,"Salad Accompaniments",5,1.6,"13.1",2017,1,TRUE,10,4
"3929",2017-10-01,"Salad Cheese",11.5,1.6,"13.1",2017,1,TRUE,10,4
"3930",2017-10-01,"Salad Lettuce",1,1.6,"13.1",2017,1,TRUE,10,4
"3931",2017-10-01,"Salad Pasta & Grains",38.5,1.6,"13.1",2017,1,TRUE,10,4
"3932",2017-10-01,"Salad Proteins",32.2,1.6,"13.1",2017,1,TRUE,10,4
"3933",2017-10-01,"Salad Vegetables",12,1.6,"13.1",2017,1,TRUE,10,4
"3934",2017-10-02,"Salad Accompaniments",13,25.6,"13.7",2017,2,FALSE,10,4
"3935",2017-10-02,"Salad Cheese",11.5,25.6,"13.7",2017,2,FALSE,10,4
"3936",2017-10-02,"Salad Fruit",6.4,25.6,"13.7",2017,2,FALSE,10,4
"3937",2017-10-02,"Salad Lettuce",12.5,25.6,"13.7",2017,2,FALSE,10,4
"3938",2017-10-02,"Salad Pasta & Grains",17.5,25.6,"13.7",2017,2,FALSE,10,4
"3939",2017-10-02,"Salad Proteins",42.25,25.6,"13.7",2017,2,FALSE,10,4
"3940",2017-10-02,"Salad Vegetables",58.7,25.6,"13.7",2017,2,FALSE,10,4
"3941",2017-10-03,"Salad Accompaniments",14.6,1.8,"13.4",2017,3,FALSE,10,4
"3942",2017-10-03,"Salad Cheese",14.7,1.8,"13.4",2017,3,FALSE,10,4
"3943",2017-10-03,"Salad Fruit",12.8,1.8,"13.4",2017,3,FALSE,10,4
"3944",2017-10-03,"Salad Lettuce",14,1.8,"13.4",2017,3,FALSE,10,4
"3945",2017-10-03,"Salad Pasta & Grains",28.5,1.8,"13.4",2017,3,FALSE,10,4
"3946",2017-10-03,"Salad Proteins",42.45,1.8,"13.4",2017,3,FALSE,10,4
"3947",2017-10-03,"Salad Vegetables",32.5,1.8,"13.4",2017,3,FALSE,10,4
"3948",2017-10-04,"Salad Accompaniments",13,13.9,"10.6",2017,4,FALSE,10,4
"3949",2017-10-04,"Salad Cheese",21.7,13.9,"10.6",2017,4,FALSE,10,4
"3950",2017-10-04,"Salad Dressing",3.75,13.9,"10.6",2017,4,FALSE,10,4
"3951",2017-10-04,"Salad Lettuce",10.5,13.9,"10.6",2017,4,FALSE,10,4
"3952",2017-10-04,"Salad Pasta & Grains",56.5,13.9,"10.6",2017,4,FALSE,10,4
"3953",2017-10-04,"Salad Proteins",58.3,13.9,"10.6",2017,4,FALSE,10,4
"3954",2017-10-04,"Salad Toppings",15,13.9,"10.6",2017,4,FALSE,10,4
"3955",2017-10-04,"Salad Vegetables",45.7,13.9,"10.6",2017,4,FALSE,10,4
"3956",2017-10-05,"Salad Accompaniments",14.8,0,"10",2017,5,FALSE,10,4
"3957",2017-10-05,"Salad Cheese",19.2,0,"10",2017,5,FALSE,10,4
"3958",2017-10-05,"Salad Dressing",13.75,0,"10",2017,5,FALSE,10,4
"3959",2017-10-05,"Salad Fruit",6.4,0,"10",2017,5,FALSE,10,4
"3960",2017-10-05,"Salad Lettuce",18,0,"10",2017,5,FALSE,10,4
"3961",2017-10-05,"Salad Pasta & Grains",50.5,0,"10",2017,5,FALSE,10,4
"3962",2017-10-05,"Salad Proteins",88.85,0,"10",2017,5,FALSE,10,4
"3963",2017-10-05,"Salad Vegetables",53.1,0,"10",2017,5,FALSE,10,4
"3964",2017-10-06,"Salad Accompaniments",5,0,"8.6",2017,6,FALSE,10,4
"3965",2017-10-06,"Salad Cheese",21.7,0,"8.6",2017,6,FALSE,10,4
"3966",2017-10-06,"Salad Fruit",10.8,0,"8.6",2017,6,FALSE,10,4
"3967",2017-10-06,"Salad Lettuce",7,0,"8.6",2017,6,FALSE,10,4
"3968",2017-10-06,"Salad Pasta & Grains",66.5,0,"8.6",2017,6,FALSE,10,4
"3969",2017-10-06,"Salad Proteins",52.25,0,"8.6",2017,6,FALSE,10,4
"3970",2017-10-06,"Salad Vegetables",47.3,0,"8.6",2017,6,FALSE,10,4
"3971",2017-10-07,"Salad Accompaniments",9.8,1.3,"8.9",2017,7,TRUE,10,4
"3972",2017-10-07,"Salad Cheese",7,1.3,"8.9",2017,7,TRUE,10,4
"3973",2017-10-07,"Salad Lettuce",7,1.3,"8.9",2017,7,TRUE,10,4
"3974",2017-10-07,"Salad Pasta & Grains",22.5,1.3,"8.9",2017,7,TRUE,10,4
"3975",2017-10-07,"Salad Proteins",24.5,1.3,"8.9",2017,7,TRUE,10,4
"3976",2017-10-07,"Salad Vegetables",26.9,1.3,"8.9",2017,7,TRUE,10,4
"3977",2017-10-08,"Salad Lettuce",1,0,"7.1",2017,1,TRUE,10,4
"3978",2017-10-08,"Salad Vegetables",11.4,0,"7.1",2017,1,TRUE,10,4
"3979",2017-10-09,"Salad Accompaniments",25,0,"8",2017,2,FALSE,10,4
"3980",2017-10-09,"Salad Cheese",33.9,0,"8",2017,2,FALSE,10,4
"3981",2017-10-09,"Salad Fruit",6.4,0,"8",2017,2,FALSE,10,4
"3982",2017-10-09,"Salad Lettuce",10,0,"8",2017,2,FALSE,10,4
"3983",2017-10-09,"Salad Pasta & Grains",74,0,"8",2017,2,FALSE,10,4
"3984",2017-10-09,"Salad Proteins",84.65,0,"8",2017,2,FALSE,10,4
"3985",2017-10-09,"Salad Toppings",22.5,0,"8",2017,2,FALSE,10,4
"3986",2017-10-09,"Salad Vegetables",43.1,0,"8",2017,2,FALSE,10,4
"3987",2017-10-10,"Salad Accompaniments",14.8,2.4,"6.3",2017,3,FALSE,10,4
"3988",2017-10-10,"Salad Cheese",18.5,2.4,"6.3",2017,3,FALSE,10,4
"3989",2017-10-10,"Salad Dressing",3.75,2.4,"6.3",2017,3,FALSE,10,4
"3990",2017-10-10,"Salad Fruit",6.4,2.4,"6.3",2017,3,FALSE,10,4
"3991",2017-10-10,"Salad Lettuce",16,2.4,"6.3",2017,3,FALSE,10,4
"3992",2017-10-10,"Salad Pasta & Grains",23.75,2.4,"6.3",2017,3,FALSE,10,4
"3993",2017-10-10,"Salad Proteins",29.85,2.4,"6.3",2017,3,FALSE,10,4
"3994",2017-10-10,"Salad Vegetables",39.9,2.4,"6.3",2017,3,FALSE,10,4
"3995",2017-10-11,"Salad Accompaniments",5,21.2,"10.8",2017,4,FALSE,10,4
"3996",2017-10-11,"Salad Cheese",14.7,21.2,"10.8",2017,4,FALSE,10,4
"3997",2017-10-11,"Salad Fruit",6.4,21.2,"10.8",2017,4,FALSE,10,4
"3998",2017-10-11,"Salad Lettuce",9,21.2,"10.8",2017,4,FALSE,10,4
"3999",2017-10-11,"Salad Pasta & Grains",53,21.2,"10.8",2017,4,FALSE,10,4
"4000",2017-10-11,"Salad Proteins",63.15,21.2,"10.8",2017,4,FALSE,10,4
"4001",2017-10-11,"Salad Vegetables",41.9,21.2,"10.8",2017,4,FALSE,10,4
"4002",2017-10-12,"Salad Accompaniments",10,1,"12.9",2017,5,FALSE,10,4
"4003",2017-10-12,"Salad Cheese",12.45,1,"12.9",2017,5,FALSE,10,4
"4004",2017-10-12,"Salad Lettuce",9,1,"12.9",2017,5,FALSE,10,4
"4005",2017-10-12,"Salad Pasta & Grains",23.75,1,"12.9",2017,5,FALSE,10,4
"4006",2017-10-12,"Salad Proteins",41.7,1,"12.9",2017,5,FALSE,10,4
"4007",2017-10-12,"Salad Vegetables",50.1,1,"12.9",2017,5,FALSE,10,4
"4008",2017-10-13,"Salad Accompaniments",9.8,4.4,"10.2",2017,6,FALSE,10,4
"4009",2017-10-13,"Salad Cheese",16,4.4,"10.2",2017,6,FALSE,10,4
"4010",2017-10-13,"Salad Dressing",3.75,4.4,"10.2",2017,6,FALSE,10,4
"4011",2017-10-13,"Salad Fruit",6.4,4.4,"10.2",2017,6,FALSE,10,4
"4012",2017-10-13,"Salad Lettuce",17.5,4.4,"10.2",2017,6,FALSE,10,4
"4013",2017-10-13,"Salad Pasta & Grains",35.25,4.4,"10.2",2017,6,FALSE,10,4
"4014",2017-10-13,"Salad Proteins",58.4,4.4,"10.2",2017,6,FALSE,10,4
"4015",2017-10-13,"Salad Vegetables",35.3,4.4,"10.2",2017,6,FALSE,10,4
"4016",2017-10-14,"Salad Accompaniments",10,0.3,"14",2017,7,TRUE,10,4
"4017",2017-10-14,"Salad Cheese",10.2,0.3,"14",2017,7,TRUE,10,4
"4018",2017-10-14,"Salad Pasta & Grains",31.25,0.3,"14",2017,7,TRUE,10,4
"4019",2017-10-14,"Salad Proteins",13.25,0.3,"14",2017,7,TRUE,10,4
"4020",2017-10-14,"Salad Vegetables",24.4,0.3,"14",2017,7,TRUE,10,4
"4021",2017-10-15,"Salad Cheese",4.5,0,"14",2017,1,TRUE,10,4
"4022",2017-10-15,"Salad Lettuce",6,0,"14",2017,1,TRUE,10,4
"4023",2017-10-15,"Salad Pasta & Grains",27.75,0,"14",2017,1,TRUE,10,4
"4024",2017-10-15,"Salad Proteins",54.75,0,"14",2017,1,TRUE,10,4
"4025",2017-10-15,"Salad Vegetables",14.6,0,"14",2017,1,TRUE,10,4
"4026",2017-10-16,"Salad Accompaniments",14.8,0.3,"14.1",2017,2,FALSE,10,4
"4027",2017-10-16,"Salad Cheese",40.2,0.3,"14.1",2017,2,FALSE,10,4
"4028",2017-10-16,"Salad Dressing",10,0.3,"14.1",2017,2,FALSE,10,4
"4029",2017-10-16,"Salad Fruit",4.4,0.3,"14.1",2017,2,FALSE,10,4
"4030",2017-10-16,"Salad Lettuce",14.5,0.3,"14.1",2017,2,FALSE,10,4
"4031",2017-10-16,"Salad Pasta & Grains",54.75,0.3,"14.1",2017,2,FALSE,10,4
"4032",2017-10-16,"Salad Proteins",66.35,0.3,"14.1",2017,2,FALSE,10,4
"4033",2017-10-16,"Salad Vegetables",55.7,0.3,"14.1",2017,2,FALSE,10,4
"4034",2017-10-17,"Salad Accompaniments",10,0.7,"14.1",2017,3,FALSE,10,4
"4035",2017-10-17,"Salad Cheese",14.7,0.7,"14.1",2017,3,FALSE,10,4
