"","date","product_type_web","weight","rain","avg_temp","year","weekday","weekend","month","quarter"
"1",2016-01-11,"Salad Accompaniments",17.6,0.7,"1.8",2016,2,FALSE,1,1
"2",2016-01-11,"Salad Cheese",24.2,0.7,"1.8",2016,2,FALSE,1,1
"3",2016-01-11,"Salad Fruit",1.6,0.7,"1.8",2016,2,FALSE,1,1
"4",2016-01-11,"Salad Lettuce",1.5,0.7,"1.8",2016,2,FALSE,1,1
"5",2016-01-11,"Salad Pasta & Grains",31.5,0.7,"1.8",2016,2,FALSE,1,1
"6",2016-01-11,"Salad Proteins",45.75,0.7,"1.8",2016,2,FALSE,1,1
"7",2016-01-11,"Salad Vegetables",18.35,0.7,"1.8",2016,2,FALSE,1,1
"8",2016-01-12,"Salad Accompaniments",6,0,"1.7",2016,3,FALSE,1,1
"9",2016-01-12,"Salad Cheese",5.1,0,"1.7",2016,3,FALSE,1,1
"10",2016-01-12,"Salad Fruit",1.6,0,"1.7",2016,3,FALSE,1,1
"11",2016-01-12,"Salad Lettuce",2,0,"1.7",2016,3,FALSE,1,1
"12",2016-01-12,"Salad Pasta & Grains",18.8,0,"1.7",2016,3,FALSE,1,1
"13",2016-01-12,"Salad Proteins",7.4,0,"1.7",2016,3,FALSE,1,1
"14",2016-01-12,"Salad Vegetables",13.35,0,"1.7",2016,3,FALSE,1,1
"15",2016-01-13,"Salad Accompaniments",7.6,0,"-2.6",2016,4,FALSE,1,1
"16",2016-01-13,"Salad Cheese",11.75,0,"-2.6",2016,4,FALSE,1,1
"17",2016-01-13,"Salad Lettuce",1.5,0,"-2.6",2016,4,FALSE,1,1
"18",2016-01-13,"Salad Pasta & Grains",26.5,0,"-2.6",2016,4,FALSE,1,1
"19",2016-01-13,"Salad Proteins",26.5,0,"-2.6",2016,4,FALSE,1,1
"20",2016-01-13,"Salad Vegetables",11.15,0,"-2.6",2016,4,FALSE,1,1
"21",2016-01-14,"Salad Accompaniments",3,0,"-6.4",2016,5,FALSE,1,1
"22",2016-01-14,"Salad Cheese",10.2,0,"-6.4",2016,5,FALSE,1,1
"23",2016-01-14,"Salad Fruit",1.6,0,"-6.4",2016,5,FALSE,1,1
"24",2016-01-14,"Salad Lettuce",2.5,0,"-6.4",2016,5,FALSE,1,1
"25",2016-01-14,"Salad Pasta & Grains",17.3,0,"-6.4",2016,5,FALSE,1,1
"26",2016-01-14,"Salad Proteins",16.35,0,"-6.4",2016,5,FALSE,1,1
"27",2016-01-14,"Salad Vegetables",13.95,0,"-6.4",2016,5,FALSE,1,1
"28",2016-01-15,"Salad Accompaniments",5,0.9,"-8.8",2016,6,FALSE,1,1
"29",2016-01-15,"Salad Cheese",11.75,0.9,"-8.8",2016,6,FALSE,1,1
"30",2016-01-15,"Salad Lettuce",2,0.9,"-8.8",2016,6,FALSE,1,1
"31",2016-01-15,"Salad Pasta & Grains",17.3,0.9,"-8.8",2016,6,FALSE,1,1
"32",2016-01-15,"Salad Proteins",27.3,0.9,"-8.8",2016,6,FALSE,1,1
"33",2016-01-15,"Salad Vegetables",5.3,0.9,"-8.8",2016,6,FALSE,1,1
"34",2016-01-16,"Salad Accompaniments",3,1,"-7.3",2016,7,TRUE,1,1
"35",2016-01-16,"Salad Cheese",7.35,1,"-7.3",2016,7,TRUE,1,1
"36",2016-01-16,"Salad Pasta & Grains",17.7,1,"-7.3",2016,7,TRUE,1,1
"37",2016-01-16,"Salad Proteins",19.05,1,"-7.3",2016,7,TRUE,1,1
"38",2016-01-16,"Salad Vegetables",8.65,1,"-7.3",2016,7,TRUE,1,1
"39",2016-01-17,"Salad Accompaniments",3,0,"-11.8",2016,1,TRUE,1,1
"40",2016-01-17,"Salad Cheese",4.4,0,"-11.8",2016,1,TRUE,1,1
"41",2016-01-17,"Salad Lettuce",1,0,"-11.8",2016,1,TRUE,1,1
"42",2016-01-17,"Salad Proteins",7.1,0,"-11.8",2016,1,TRUE,1,1
"43",2016-01-17,"Salad Vegetables",5.1,0,"-11.8",2016,1,TRUE,1,1
"44",2016-01-18,"Salad Accompaniments",10,24.4,"-1.7",2016,2,FALSE,1,1
"45",2016-01-18,"Salad Cheese",14.7,24.4,"-1.7",2016,2,FALSE,1,1
"46",2016-01-18,"Salad Fruit",1.6,24.4,"-1.7",2016,2,FALSE,1,1
"47",2016-01-18,"Salad Lettuce",1,24.4,"-1.7",2016,2,FALSE,1,1
"48",2016-01-18,"Salad Pasta & Grains",26.7,24.4,"-1.7",2016,2,FALSE,1,1
"49",2016-01-18,"Salad Proteins",16.9,24.4,"-1.7",2016,2,FALSE,1,1
"50",2016-01-18,"Salad Vegetables",11.45,24.4,"-1.7",2016,2,FALSE,1,1
"51",2016-01-19,"Salad Accompaniments",10,0,"-1.9",2016,3,FALSE,1,1
"52",2016-01-19,"Salad Cheese",21.25,0,"-1.9",2016,3,FALSE,1,1
"53",2016-01-19,"Salad Fruit",3.2,0,"-1.9",2016,3,FALSE,1,1
"54",2016-01-19,"Salad Lettuce",3,0,"-1.9",2016,3,FALSE,1,1
"55",2016-01-19,"Salad Pasta & Grains",39.4,0,"-1.9",2016,3,FALSE,1,1
"56",2016-01-19,"Salad Proteins",41.3,0,"-1.9",2016,3,FALSE,1,1
"57",2016-01-19,"Salad Vegetables",11.35,0,"-1.9",2016,3,FALSE,1,1
"58",2016-01-20,"Salad Accompaniments",13.6,0,"-7.4",2016,4,FALSE,1,1
"59",2016-01-20,"Salad Cheese",5.1,0,"-7.4",2016,4,FALSE,1,1
"60",2016-01-20,"Salad Fruit",1.6,0,"-7.4",2016,4,FALSE,1,1
"61",2016-01-20,"Salad Lettuce",1.25,0,"-7.4",2016,4,FALSE,1,1
"62",2016-01-20,"Salad Pasta & Grains",21.7,0,"-7.4",2016,4,FALSE,1,1
"63",2016-01-20,"Salad Proteins",21.9,0,"-7.4",2016,4,FALSE,1,1
"64",2016-01-20,"Salad Vegetables",15.1,0,"-7.4",2016,4,FALSE,1,1
"65",2016-01-21,"Salad Accompaniments",3,0,"-8.7",2016,5,FALSE,1,1
"66",2016-01-21,"Salad Cheese",17.55,0,"-8.7",2016,5,FALSE,1,1
"67",2016-01-21,"Salad Fruit",3.2,0,"-8.7",2016,5,FALSE,1,1
"68",2016-01-21,"Salad Lettuce",1.75,0,"-8.7",2016,5,FALSE,1,1
"69",2016-01-21,"Salad Pasta & Grains",22.3,0,"-8.7",2016,5,FALSE,1,1
"70",2016-01-21,"Salad Proteins",29.75,0,"-8.7",2016,5,FALSE,1,1
"71",2016-01-21,"Salad Vegetables",9.65,0,"-8.7",2016,5,FALSE,1,1
"72",2016-01-22,"Salad Accompaniments",1.6,0.2,"-2.4",2016,6,FALSE,1,1
"73",2016-01-22,"Salad Cheese",14.6,0.2,"-2.4",2016,6,FALSE,1,1
"74",2016-01-22,"Salad Lettuce",1.75,0.2,"-2.4",2016,6,FALSE,1,1
"75",2016-01-22,"Salad Pasta & Grains",22.1,0.2,"-2.4",2016,6,FALSE,1,1
"76",2016-01-22,"Salad Proteins",17.8,0.2,"-2.4",2016,6,FALSE,1,1
"77",2016-01-22,"Salad Vegetables",8.55,0.2,"-2.4",2016,6,FALSE,1,1
"78",2016-01-23,"Salad Lettuce",0.5,2,"-1.7",2016,7,TRUE,1,1
"79",2016-01-23,"Salad Pasta & Grains",12.9,2,"-1.7",2016,7,TRUE,1,1
"80",2016-01-23,"Salad Proteins",5.25,2,"-1.7",2016,7,TRUE,1,1
"81",2016-01-23,"Salad Vegetables",7.55,2,"-1.7",2016,7,TRUE,1,1
"82",2016-01-24,"Salad Accompaniments",10,2.8,"2",2016,1,TRUE,1,1
"83",2016-01-24,"Salad Cheese",16.85,2.8,"2",2016,1,TRUE,1,1
"84",2016-01-24,"Salad Fruit",1,2.8,"2",2016,1,TRUE,1,1
"85",2016-01-24,"Salad Lettuce",3,2.8,"2",2016,1,TRUE,1,1
"86",2016-01-24,"Salad Pasta & Grains",22.1,2.8,"2",2016,1,TRUE,1,1
"87",2016-01-24,"Salad Proteins",18.95,2.8,"2",2016,1,TRUE,1,1
"88",2016-01-24,"Salad Vegetables",9,2.8,"2",2016,1,TRUE,1,1
"89",2016-01-25,"Salad Accompaniments",8,1.3,"3.3",2016,2,FALSE,1,1
"90",2016-01-25,"Salad Cheese",11.75,1.3,"3.3",2016,2,FALSE,1,1
"91",2016-01-25,"Salad Lettuce",2.75,1.3,"3.3",2016,2,FALSE,1,1
"92",2016-01-25,"Salad Pasta & Grains",16.4,1.3,"3.3",2016,2,FALSE,1,1
"93",2016-01-25,"Salad Proteins",27.9,1.3,"3.3",2016,2,FALSE,1,1
"94",2016-01-25,"Salad Vegetables",14.75,1.3,"3.3",2016,2,FALSE,1,1
"95",2016-01-26,"Salad Accompaniments",2,10.6,"5.4",2016,3,FALSE,1,1
"96",2016-01-26,"Salad Cheese",14.7,10.6,"5.4",2016,3,FALSE,1,1
"97",2016-01-26,"Salad Lettuce",1.5,10.6,"5.4",2016,3,FALSE,1,1
"98",2016-01-26,"Salad Pasta & Grains",29,10.6,"5.4",2016,3,FALSE,1,1
"99",2016-01-26,"Salad Proteins",26.6,10.6,"5.4",2016,3,FALSE,1,1
"100",2016-01-26,"Salad Vegetables",13.95,10.6,"5.4",2016,3,FALSE,1,1
"101",2016-01-27,"Salad Accompaniments",3,12.8,"6.7",2016,4,FALSE,1,1
"102",2016-01-27,"Salad Cheese",11.75,12.8,"6.7",2016,4,FALSE,1,1
"103",2016-01-27,"Salad Fruit",1.6,12.8,"6.7",2016,4,FALSE,1,1
"104",2016-01-27,"Salad Lettuce",1.25,12.8,"6.7",2016,4,FALSE,1,1
"105",2016-01-27,"Salad Pasta & Grains",27.1,12.8,"6.7",2016,4,FALSE,1,1
"106",2016-01-27,"Salad Proteins",29.4,12.8,"6.7",2016,4,FALSE,1,1
"107",2016-01-27,"Salad Vegetables",8.7,12.8,"6.7",2016,4,FALSE,1,1
"108",2016-01-28,"Salad Accompaniments",8.6,0.6,"5.3",2016,5,FALSE,1,1
"109",2016-01-28,"Salad Cheese",7.35,0.6,"5.3",2016,5,FALSE,1,1
"110",2016-01-28,"Salad Fruit",1.6,0.6,"5.3",2016,5,FALSE,1,1
"111",2016-01-28,"Salad Lettuce",2.5,0.6,"5.3",2016,5,FALSE,1,1
"112",2016-01-28,"Salad Pasta & Grains",21.7,0.6,"5.3",2016,5,FALSE,1,1
"113",2016-01-28,"Salad Proteins",24.55,0.6,"5.3",2016,5,FALSE,1,1
"114",2016-01-28,"Salad Vegetables",10,0.6,"5.3",2016,5,FALSE,1,1
"115",2016-01-29,"Salad Accompaniments",4,7.6,"6",2016,6,FALSE,1,1
"116",2016-01-29,"Salad Cheese",6.65,7.6,"6",2016,6,FALSE,1,1
"117",2016-01-29,"Salad Lettuce",1.25,7.6,"6",2016,6,FALSE,1,1
"118",2016-01-29,"Salad Pasta & Grains",25.9,7.6,"6",2016,6,FALSE,1,1
"119",2016-01-29,"Salad Proteins",16.2,7.6,"6",2016,6,FALSE,1,1
"120",2016-01-29,"Salad Vegetables",6.9,7.6,"6",2016,6,FALSE,1,1
"121",2016-01-30,"Salad Accompaniments",8.6,4.8,"4.3",2016,7,TRUE,1,1
"122",2016-01-30,"Salad Cheese",12.45,4.8,"4.3",2016,7,TRUE,1,1
"123",2016-01-30,"Salad Fruit",1.6,4.8,"4.3",2016,7,TRUE,1,1
"124",2016-01-30,"Salad Lettuce",0.75,4.8,"4.3",2016,7,TRUE,1,1
"125",2016-01-30,"Salad Pasta & Grains",8.5,4.8,"4.3",2016,7,TRUE,1,1
"126",2016-01-30,"Salad Proteins",17.75,4.8,"4.3",2016,7,TRUE,1,1
"127",2016-01-30,"Salad Vegetables",13.2,4.8,"4.3",2016,7,TRUE,1,1
"128",2016-01-31,"Salad Accompaniments",3,0,"4.2",2016,1,TRUE,1,1
"129",2016-01-31,"Salad Cheese",4.4,0,"4.2",2016,1,TRUE,1,1
"130",2016-01-31,"Salad Lettuce",0.5,0,"4.2",2016,1,TRUE,1,1
"131",2016-01-31,"Salad Pasta & Grains",4.4,0,"4.2",2016,1,TRUE,1,1
"132",2016-01-31,"Salad Proteins",10.7,0,"4.2",2016,1,TRUE,1,1
"133",2016-01-31,"Salad Vegetables",2.5,0,"4.2",2016,1,TRUE,1,1
"134",2016-02-01,"Salad Accompaniments",2,10.5,"4.2",2016,2,FALSE,2,1
"135",2016-02-01,"Salad Cheese",10.2,10.5,"4.2",2016,2,FALSE,2,1
"136",2016-02-01,"Salad Lettuce",4.75,10.5,"4.2",2016,2,FALSE,2,1
"137",2016-02-01,"Salad Pasta & Grains",49.1,10.5,"4.2",2016,2,FALSE,2,1
"138",2016-02-01,"Salad Proteins",33.65,10.5,"4.2",2016,2,FALSE,2,1
"139",2016-02-01,"Salad Vegetables",18.3,10.5,"4.2",2016,2,FALSE,2,1
"140",2016-02-02,"Salad Accompaniments",10,8.5,"5.9",2016,3,FALSE,2,1
"141",2016-02-02,"Salad Cheese",14,8.5,"5.9",2016,3,FALSE,2,1
"142",2016-02-02,"Salad Lettuce",2,8.5,"5.9",2016,3,FALSE,2,1
"143",2016-02-02,"Salad Pasta & Grains",12.7,8.5,"5.9",2016,3,FALSE,2,1
"144",2016-02-02,"Salad Proteins",19.8,8.5,"5.9",2016,3,FALSE,2,1
"145",2016-02-02,"Salad Vegetables",14.35,8.5,"5.9",2016,3,FALSE,2,1
"146",2016-02-03,"Salad Accompaniments",4.6,0,"3.5",2016,4,FALSE,2,1
"147",2016-02-03,"Salad Cheese",11.55,0,"3.5",2016,4,FALSE,2,1
"148",2016-02-03,"Salad Lettuce",2.75,0,"3.5",2016,4,FALSE,2,1
"149",2016-02-03,"Salad Pasta & Grains",37.55,0,"3.5",2016,4,FALSE,2,1
"150",2016-02-03,"Salad Proteins",35.2,0,"3.5",2016,4,FALSE,2,1
"151",2016-02-03,"Salad Vegetables",16.2,0,"3.5",2016,4,FALSE,2,1
"152",2016-02-04,"Salad Accompaniments",11,0,"1.9",2016,5,FALSE,2,1
"153",2016-02-04,"Salad Cheese",16.15,0,"1.9",2016,5,FALSE,2,1
"154",2016-02-04,"Salad Lettuce",3,0,"1.9",2016,5,FALSE,2,1
"155",2016-02-04,"Salad Pasta & Grains",30.6,0,"1.9",2016,5,FALSE,2,1
"156",2016-02-04,"Salad Proteins",25.6,0,"1.9",2016,5,FALSE,2,1
"157",2016-02-04,"Salad Vegetables",14.45,0,"1.9",2016,5,FALSE,2,1
"158",2016-02-05,"Salad Accompaniments",4.6,2.5,"0.9",2016,6,FALSE,2,1
"159",2016-02-05,"Salad Cheese",9.3,2.5,"0.9",2016,6,FALSE,2,1
"160",2016-02-05,"Salad Fruit",1.6,2.5,"0.9",2016,6,FALSE,2,1
"161",2016-02-05,"Salad Lettuce",3,2.5,"0.9",2016,6,FALSE,2,1
"162",2016-02-05,"Salad Pasta & Grains",26.1,2.5,"0.9",2016,6,FALSE,2,1
"163",2016-02-05,"Salad Proteins",32.25,2.5,"0.9",2016,6,FALSE,2,1
"164",2016-02-05,"Salad Vegetables",13.15,2.5,"0.9",2016,6,FALSE,2,1
"165",2016-02-06,"Salad Accompaniments",8,0.6,"6.2",2016,7,TRUE,2,1
"166",2016-02-06,"Salad Cheese",2.25,0.6,"6.2",2016,7,TRUE,2,1
"167",2016-02-06,"Salad Fruit",1.6,0.6,"6.2",2016,7,TRUE,2,1
"168",2016-02-06,"Salad Pasta & Grains",5.25,0.6,"6.2",2016,7,TRUE,2,1
"169",2016-02-06,"Salad Proteins",12.5,0.6,"6.2",2016,7,TRUE,2,1
"170",2016-02-06,"Salad Vegetables",3.45,0.6,"6.2",2016,7,TRUE,2,1
"171",2016-02-07,"Salad Accompaniments",3,2.5,"7",2016,1,TRUE,2,1
"172",2016-02-07,"Salad Pasta & Grains",5,2.5,"7",2016,1,TRUE,2,1
"173",2016-02-07,"Salad Proteins",5.1,2.5,"7",2016,1,TRUE,2,1
"174",2016-02-07,"Salad Vegetables",1.6,2.5,"7",2016,1,TRUE,2,1
"175",2016-02-08,"Salad Accompaniments",9,9.2,"5.5",2016,2,FALSE,2,1
"176",2016-02-08,"Salad Cheese",15.95,9.2,"5.5",2016,2,FALSE,2,1
"177",2016-02-08,"Salad Lettuce",2.5,9.2,"5.5",2016,2,FALSE,2,1
"178",2016-02-08,"Salad Pasta & Grains",33.05,9.2,"5.5",2016,2,FALSE,2,1
"179",2016-02-08,"Salad Proteins",40.9,9.2,"5.5",2016,2,FALSE,2,1
"180",2016-02-08,"Salad Vegetables",24.2,9.2,"5.5",2016,2,FALSE,2,1
"181",2016-02-09,"Salad Cheese",9.5,1.6,"5.5",2016,3,FALSE,2,1
"182",2016-02-09,"Salad Lettuce",2.5,1.6,"5.5",2016,3,FALSE,2,1
"183",2016-02-09,"Salad Pasta & Grains",23.45,1.6,"5.5",2016,3,FALSE,2,1
"184",2016-02-09,"Salad Proteins",10.6,1.6,"5.5",2016,3,FALSE,2,1
"185",2016-02-09,"Salad Vegetables",6.75,1.6,"5.5",2016,3,FALSE,2,1
"186",2016-02-10,"Salad Accompaniments",7.6,1.6,"3.4",2016,4,FALSE,2,1
"187",2016-02-10,"Salad Cheese",10.2,1.6,"3.4",2016,4,FALSE,2,1
"188",2016-02-10,"Salad Fruit",1.6,1.6,"3.4",2016,4,FALSE,2,1
"189",2016-02-10,"Salad Lettuce",1,1.6,"3.4",2016,4,FALSE,2,1
"190",2016-02-10,"Salad Pasta & Grains",32.75,1.6,"3.4",2016,4,FALSE,2,1
"191",2016-02-10,"Salad Proteins",24.5,1.6,"3.4",2016,4,FALSE,2,1
"192",2016-02-10,"Salad Vegetables",11.05,1.6,"3.4",2016,4,FALSE,2,1
"193",2016-02-11,"Salad Accompaniments",3,0.2,"2",2016,5,FALSE,2,1
"194",2016-02-11,"Salad Cheese",2.25,0.2,"2",2016,5,FALSE,2,1
"195",2016-02-11,"Salad Lettuce",1.5,0.2,"2",2016,5,FALSE,2,1
"196",2016-02-11,"Salad Pasta & Grains",30.05,0.2,"2",2016,5,FALSE,2,1
"197",2016-02-11,"Salad Proteins",17,0.2,"2",2016,5,FALSE,2,1
"198",2016-02-11,"Salad Vegetables",12.2,0.2,"2",2016,5,FALSE,2,1
"199",2016-02-12,"Salad Accompaniments",6,0.5,"-1.6",2016,6,FALSE,2,1
"200",2016-02-12,"Salad Cheese",17.55,0.5,"-1.6",2016,6,FALSE,2,1
"201",2016-02-12,"Salad Lettuce",2.5,0.5,"-1.6",2016,6,FALSE,2,1
"202",2016-02-12,"Salad Pasta & Grains",41.05,0.5,"-1.6",2016,6,FALSE,2,1
"203",2016-02-12,"Salad Proteins",41.25,0.5,"-1.6",2016,6,FALSE,2,1
"204",2016-02-12,"Salad Vegetables",16.05,0.5,"-1.6",2016,6,FALSE,2,1
"205",2016-02-13,"Salad Accompaniments",1.6,1,"-2",2016,7,TRUE,2,1
"206",2016-02-13,"Salad Proteins",7.2,1,"-2",2016,7,TRUE,2,1
"207",2016-02-14,"Salad Accompaniments",3,0,"-3.4",2016,1,TRUE,2,1
"208",2016-02-14,"Salad Lettuce",1,0,"-3.4",2016,1,TRUE,2,1
"209",2016-02-14,"Salad Pasta & Grains",39.5,0,"-3.4",2016,1,TRUE,2,1
"210",2016-02-14,"Salad Proteins",25.65,0,"-3.4",2016,1,TRUE,2,1
"211",2016-02-14,"Salad Vegetables",5.2,0,"-3.4",2016,1,TRUE,2,1
"212",2016-02-15,"Salad Accompaniments",9.6,0,"-3.9",2016,2,FALSE,2,1
"213",2016-02-15,"Salad Cheese",14.7,0,"-3.9",2016,2,FALSE,2,1
"214",2016-02-15,"Salad Lettuce",2.5,0,"-3.9",2016,2,FALSE,2,1
"215",2016-02-15,"Salad Pasta & Grains",59.7,0,"-3.9",2016,2,FALSE,2,1
"216",2016-02-15,"Salad Proteins",32.8,0,"-3.9",2016,2,FALSE,2,1
"217",2016-02-15,"Salad Vegetables",21.3,0,"-3.9",2016,2,FALSE,2,1
"218",2016-02-16,"Salad Accompaniments",5.4,0,"-2.3",2016,3,FALSE,2,1
"219",2016-02-16,"Salad Cheese",5.1,0,"-2.3",2016,3,FALSE,2,1
"220",2016-02-16,"Salad Pasta & Grains",21.5,0,"-2.3",2016,3,FALSE,2,1
"221",2016-02-16,"Salad Proteins",14.05,0,"-2.3",2016,3,FALSE,2,1
"222",2016-02-16,"Salad Vegetables",6,0,"-2.3",2016,3,FALSE,2,1
"223",2016-02-17,"Salad Accompaniments",3,0.5,"0.2",2016,4,FALSE,2,1
"224",2016-02-17,"Salad Cheese",2.25,0.5,"0.2",2016,4,FALSE,2,1
"225",2016-02-17,"Salad Fruit",4.8,0.5,"0.2",2016,4,FALSE,2,1
"226",2016-02-17,"Salad Lettuce",1.25,0.5,"0.2",2016,4,FALSE,2,1
"227",2016-02-17,"Salad Pasta & Grains",54.15,0.5,"0.2",2016,4,FALSE,2,1
"228",2016-02-17,"Salad Proteins",38.9,0.5,"0.2",2016,4,FALSE,2,1
"229",2016-02-17,"Salad Vegetables",14.95,0.5,"0.2",2016,4,FALSE,2,1
"230",2016-02-18,"Salad Accompaniments",6,0.5,"0",2016,5,FALSE,2,1
"231",2016-02-18,"Salad Cheese",7.35,0.5,"0",2016,5,FALSE,2,1
"232",2016-02-18,"Salad Fruit",4.8,0.5,"0",2016,5,FALSE,2,1
"233",2016-02-18,"Salad Lettuce",1.75,0.5,"0",2016,5,FALSE,2,1
"234",2016-02-18,"Salad Pasta & Grains",52.35,0.5,"0",2016,5,FALSE,2,1
"235",2016-02-18,"Salad Proteins",28.75,0.5,"0",2016,5,FALSE,2,1
"236",2016-02-18,"Salad Vegetables",10.95,0.5,"0",2016,5,FALSE,2,1
"237",2016-02-19,"Salad Accompaniments",7.6,0.7,"1.6",2016,6,FALSE,2,1
"238",2016-02-19,"Salad Cheese",12.45,0.7,"1.6",2016,6,FALSE,2,1
"239",2016-02-19,"Salad Fruit",9.6,0.7,"1.6",2016,6,FALSE,2,1
"240",2016-02-19,"Salad Lettuce",1.25,0.7,"1.6",2016,6,FALSE,2,1
"241",2016-02-19,"Salad Pasta & Grains",49.95,0.7,"1.6",2016,6,FALSE,2,1
"242",2016-02-19,"Salad Proteins",41.05,0.7,"1.6",2016,6,FALSE,2,1
"243",2016-02-19,"Salad Vegetables",7.15,0.7,"1.6",2016,6,FALSE,2,1
"244",2016-02-20,"Salad Accompaniments",2.4,12.6,"2.2",2016,7,TRUE,2,1
"245",2016-02-20,"Salad Pasta & Grains",11.1,12.6,"2.2",2016,7,TRUE,2,1
"246",2016-02-20,"Salad Proteins",12.7,12.6,"2.2",2016,7,TRUE,2,1
"247",2016-02-20,"Salad Vegetables",11.1,12.6,"2.2",2016,7,TRUE,2,1
"248",2016-02-21,"Salad Accompaniments",3,0,"3.9",2016,1,TRUE,2,1
"249",2016-02-21,"Salad Cheese",2.25,0,"3.9",2016,1,TRUE,2,1
"250",2016-02-21,"Salad Lettuce",1.75,0,"3.9",2016,1,TRUE,2,1
"251",2016-02-21,"Salad Pasta & Grains",43.45,0,"3.9",2016,1,TRUE,2,1
"252",2016-02-21,"Salad Proteins",16.8,0,"3.9",2016,1,TRUE,2,1
"253",2016-02-21,"Salad Vegetables",1.6,0,"3.9",2016,1,TRUE,2,1
"254",2016-02-22,"Salad Accompaniments",11,0.6,"4.1",2016,2,FALSE,2,1
"255",2016-02-22,"Salad Cheese",19.8,0.6,"4.1",2016,2,FALSE,2,1
"256",2016-02-22,"Salad Fruit",4.8,0.6,"4.1",2016,2,FALSE,2,1
"257",2016-02-22,"Salad Lettuce",3.25,0.6,"4.1",2016,2,FALSE,2,1
"258",2016-02-22,"Salad Pasta & Grains",61.85,0.6,"4.1",2016,2,FALSE,2,1
"259",2016-02-22,"Salad Proteins",38.65,0.6,"4.1",2016,2,FALSE,2,1
"260",2016-02-22,"Salad Vegetables",22.25,0.6,"4.1",2016,2,FALSE,2,1
"261",2016-02-23,"Salad Accompaniments",8.6,0,"2",2016,3,FALSE,2,1
"262",2016-02-23,"Salad Cheese",2.25,0,"2",2016,3,FALSE,2,1
"263",2016-02-23,"Salad Fruit",4.8,0,"2",2016,3,FALSE,2,1
"264",2016-02-23,"Salad Lettuce",2,0,"2",2016,3,FALSE,2,1
"265",2016-02-23,"Salad Pasta & Grains",35.05,0,"2",2016,3,FALSE,2,1
"266",2016-02-23,"Salad Proteins",35.55,0,"2",2016,3,FALSE,2,1
"267",2016-02-23,"Salad Vegetables",16.05,0,"2",2016,3,FALSE,2,1
"268",2016-02-24,"Salad Accompaniments",8.4,0,"0.9",2016,4,FALSE,2,1
"269",2016-02-24,"Salad Cheese",5.1,0,"0.9",2016,4,FALSE,2,1
"270",2016-02-24,"Salad Fruit",4.8,0,"0.9",2016,4,FALSE,2,1
"271",2016-02-24,"Salad Lettuce",2.75,0,"0.9",2016,4,FALSE,2,1
"272",2016-02-24,"Salad Pasta & Grains",64.35,0,"0.9",2016,4,FALSE,2,1
"273",2016-02-24,"Salad Proteins",57.05,0,"0.9",2016,4,FALSE,2,1
"274",2016-02-24,"Salad Vegetables",10.25,0,"0.9",2016,4,FALSE,2,1
"275",2016-02-25,"Salad Accompaniments",4,0,"0.8",2016,5,FALSE,2,1
"276",2016-02-25,"Salad Cheese",9.6,0,"0.8",2016,5,FALSE,2,1
"277",2016-02-25,"Salad Lettuce",1.75,0,"0.8",2016,5,FALSE,2,1
"278",2016-02-25,"Salad Pasta & Grains",55.9,0,"0.8",2016,5,FALSE,2,1
"279",2016-02-25,"Salad Proteins",37.95,0,"0.8",2016,5,FALSE,2,1
"280",2016-02-25,"Salad Vegetables",15.3,0,"0.8",2016,5,FALSE,2,1
"281",2016-02-26,"Salad Accompaniments",11,0,"1.4",2016,6,FALSE,2,1
"282",2016-02-26,"Salad Cheese",14.7,0,"1.4",2016,6,FALSE,2,1
"283",2016-02-26,"Salad Lettuce",1.5,0,"1.4",2016,6,FALSE,2,1
"284",2016-02-26,"Salad Pasta & Grains",40,0,"1.4",2016,6,FALSE,2,1
"285",2016-02-26,"Salad Proteins",36.9,0,"1.4",2016,6,FALSE,2,1
"286",2016-02-26,"Salad Vegetables",6.55,0,"1.4",2016,6,FALSE,2,1
"287",2016-02-27,"Salad Accompaniments",2.6,0,"0.1",2016,7,TRUE,2,1
"288",2016-02-27,"Salad Fruit",4.8,0,"0.1",2016,7,TRUE,2,1
"289",2016-02-27,"Salad Lettuce",1,0,"0.1",2016,7,TRUE,2,1
"290",2016-02-27,"Salad Pasta & Grains",13.2,0,"0.1",2016,7,TRUE,2,1
"291",2016-02-27,"Salad Proteins",14,0,"0.1",2016,7,TRUE,2,1
"292",2016-02-27,"Salad Vegetables",5.5,0,"0.1",2016,7,TRUE,2,1
"293",2016-02-28,"Salad Accompaniments",3,0,"0.9",2016,1,TRUE,2,1
"294",2016-02-28,"Salad Cheese",5.1,0,"0.9",2016,1,TRUE,2,1
"295",2016-02-28,"Salad Lettuce",1.5,0,"0.9",2016,1,TRUE,2,1
"296",2016-02-28,"Salad Pasta & Grains",37.45,0,"0.9",2016,1,TRUE,2,1
"297",2016-02-28,"Salad Proteins",24.55,0,"0.9",2016,1,TRUE,2,1
"298",2016-02-28,"Salad Vegetables",2.5,0,"0.9",2016,1,TRUE,2,1
"299",2016-02-29,"Salad Accompaniments",7,0,"0.5",2016,2,FALSE,2,1
"300",2016-02-29,"Salad Cheese",14.7,0,"0.5",2016,2,FALSE,2,1
"301",2016-02-29,"Salad Fruit",4.8,0,"0.5",2016,2,FALSE,2,1
"302",2016-02-29,"Salad Lettuce",2,0,"0.5",2016,2,FALSE,2,1
"303",2016-02-29,"Salad Pasta & Grains",59.7,0,"0.5",2016,2,FALSE,2,1
